"","ID","Gender","Other.Gender","Age","Nationality","College","Year.of.Study","Level.of.Study","Subject","Specialist","Voluntary","Statistics","Mathematics","Highest.Qual","Other.Qual","Qual.Grade","Anxiety.Level","Anxiety.Aspects","Anxiety.Effects","Effects.Aspects","Anxiety.Prevent","Prevent.Aspects","SE1","SE2","SE3","SE4","SE5","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Course","Time","Reduce.Anxiety","End.Type","Effect.Had","SE.mean","SE","SA.mean","SA","SA.Subscale1.mean","SA.Subscale1","SA.Subscale2.mean","SA.Subscale2","SA.Subscale3.mean","SA.Subscale3","Exam","GPA","Grade"
"55",273.5,"Male",NA,"18","Other European","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University","German Abitur","14",2,"No prior experience and especially no idea what high-level (university) statistics looks like!","Dont know",NA,"No",NA,3,4,4,3,3,2,2,3,1,1,1,2,2,1,2,1,1,3,2,2,2,1,1,1,2,2,1,1,"Course 1","Start",NA,NA,NA,3.4,17,1.608695652,37,1.875,15,1.363636364,15,1.75,7,91.5,22,"A1"
"56",118,"Female",NA,"19","Other European","STEM","Year 1","Pre-honours","Mathematics and Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,"A",2,"Not understanding topics that I will have never seen before","Decrease","Becoming more knowledgeable about statistics and learning new things will make me feel more confident","No",NA,3,3,3,2,3,3,3,4,4,2,2,2,3,2,2,2,5,4,2,2,4,5,5,5,3,2,4,4,"Course 1","Start",NA,NA,NA,2.8,14,3.217391304,74,3,24,3,33,4.25,17,89,21,"A2"
"57",280,"Male",NA,"19","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,NA,2,"Missing out and not being able to catch up thanks to not wanting to fall behind on other material","Decrease","Going through problems to improve and actually be able to see that I am making progress","No",NA,4,3,4,3,3,2,1,2,4,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,"Course 1","Start",NA,NA,NA,3.4,17,1.608695652,37,1.875,15,1.454545455,16,1.5,6,74,19,"A4"
"58",145.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Geography and statistics","Specialist","Voluntary","1","0","Higher_School & University",NA,"A",2,"it including maths learnt at advanced higher level","Decrease","thorough explanations of most maths operations involved","No",NA,3,2,3,3,3,2,2,3,2,NA,2,3,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,"Course 1","Start",NA,NA,NA,2.8,14,1.590909091,36.59090909,1.625,13,1.5,16.5,1.75,7,81,16,"B2"
"59",176,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A*",2,"Using incorrect formulas which seem correct","Dont know",NA,"No",NA,4,3,4,3,3,3,2,2,2,1,1,3,3,1,3,1,2,3,4,2,3,1,1,1,2,1,4,1,"Course 1","Start",NA,NA,NA,3.4,17,2.043478261,47,2.625,21,1.727272727,19,1.75,7,35,10,"D2"
"60",94.5,"Male",NA,"21","Other European","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Lower_School & None","Italian Diploma","100",2,"It is a new subject that I have not studied, at least directly, before.
I do not know if I will be hard or not.","Dont know",NA,"No",NA,3,3,4,4,3,2,1,3,1,1,1,3,3,1,3,1,1,3,3,4,2,1,2,2,1,2,1,1,"Course 1","Start",NA,NA,NA,3.4,17,1.869565217,43,2.375,19,1.454545455,16,2,8,72.5,14,"C1"
"61",237.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Maths and Computing","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",2,NA,"No effect",NA,"No",NA,2,4,3,3,3,4,2,3,5,4,1,3,2,1,3,2,1,1,1,4,2,1,1,2,3,1,1,1,"Course 1","Start",NA,NA,NA,3,15,2.130434783,49,2.625,21,1.818181818,20,2,8,83.5,19,"A4"
"62",121,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Biochemistry","Non-Specialist","Voluntary","0","0","Lower_School & None",NA,NA,5,"I have never studied the course before and feel like the pace is quite fast. I wish there was more free online resources and answers.","Increase","The content within the course as a beginner is a bit much but I&#039;m sure with time it will change","Yes","As the lectures are very fast paced it is hard for me to continue on from an idea. I am still not confident with the content due to no answers being published with the problem sheets.",3,3,4,2,3,4,1,2,3,1,1,1,5,1,5,3,5,2,2,3,2,1,5,4,4,3,2,1,"Course 1","Start",NA,NA,NA,3,15,2.652173913,61,3.375,27,2.272727273,25,2.25,9,53.5,14,"C1"
"63",124.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics, Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,"A",4,"My ability.","Increase","If we are talking about statistics in general life, this course will make me feel less anxious. 
However, if it was anxiety towards my academic adventures within statistics, it&#039;ll likely increase my anxiety, simply because I am doing more statistics!","No",NA,3,3,3,3,3,4,3,4,3,2,1,4,5,1,4,1,2,2,2,4,3,2,2,3,2,3,2,3,"Course 1","Start",NA,NA,NA,3,15,2.695652174,62,3.375,27,2,22,3.25,13,73.5,14,"C1"
"64",33,"Female",NA,"20","British/Irish","Non-STEM","Year 3","Hounours","Economics","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"C",5,"Too hard and confusing","Increase","all","Don't know",NA,2,2,3,2,3,5,5,4,4,5,3,5,5,1,5,5,5,4,4,5,3,3,4,3,2,1,4,2,"Course 1","Start",NA,NA,NA,2.4,12,3.782608696,87,4.125,33,3.818181818,42,3,12,57,13,"C2"
"65",210.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Chemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",3,"I have never studied statistics before.","Decrease",NA,"No",NA,3,3,3,3,3,3,2,2,2,2,2,2,4,2,4,2,3,3,3,4,2,1,2,2,2,1,4,2,"Course 1","Start",NA,NA,NA,3,15,2.434782609,56,3.125,25,2.090909091,23,2,8,51.5,13,"C2"
"66",250,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",3,"Never studied it before.","Dont know",NA,"Yes","Skipping lectures.",4,2,4,3,3,3,1,4,2,3,2,3,4,1,3,1,1,2,2,3,4,1,3,4,2,2,3,3,"Course 1","Start",NA,NA,NA,3.2,16,2.47826087,57,2.75,22,1.818181818,20,3.75,15,77.5,15,"B3"
"67",53,"Female",NA,"20","British/Irish","STEM",NA,"","Psychology","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",2,NA,"Dont know",NA,"No",NA,3,3,3,4,3,3,2,2,2,2,1,2,4,1,2,1,2,2,2,2,1,1,1,1,2,2,3,1,"Course 1","Start",NA,NA,NA,3.2,16,1.826086957,42,2.5,20,1.545454545,17,1.25,5,35,6,"E3"
"68",269.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Biochemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",2,"New concepts as I&#039;ve never done any statistics before.","Decrease","By giving a general overview of concepts in statistics.","No",NA,4,3,4,3,3,3,1,1,1,2,2,1,4,1,4,1,1,1,2,3,1,1,1,1,1,2,1,1,"Course 1","Start",NA,NA,NA,3.4,17,1.608695652,37,2.375,19,1.272727273,14,1,4,80.5,19,"A4"
"69",64,"Male",NA,"19","Chinese","Non-STEM","Year 2","Pre-honours","Mathematics and Music","Specialist","Voluntary","0","1","Higher_School & University",NA,"Grade A",1,NA,"No effect",NA,"Don't know",NA,3,3,3,3,3,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,1,"Course 1","Start",NA,NA,NA,3,15,1.652173913,38,1.75,14,1.818181818,20,1,4,71,19,"A4"
"70",136,"Female",NA,"19","Chinese","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University","College entrance examination in China including maths","133/150",2,"use more time to review on statistics","No effect",NA,"No",NA,3,3,4,3,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,3,2,2,2,2,2,1,3,2,"Course 1","Start",NA,NA,NA,3.2,16,2.260869565,52,2.375,19,2.272727273,25,2,8,86,19,"A4"
"71",247.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Maths &amp; Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,"A",2,NA,"Dont know",NA,"No",NA,3,2,3,2,3,4,1,2,1,2,NA,2,4,1,3,2,2,1,2,3,2,1,1,2,1,2,2,2,"Course 1","Start",NA,NA,NA,2.6,13,1.954545455,44.95454545,2.5,20,1.5,16.5,2,8,71.5,18,"A5"
"72",147,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Anatomy","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",5,"I feel anxious currently as it is a lot to take in and I am worried about the difficulty level that it reaches.","Increase",NA,"Don't know",NA,4,3,3,2,3,4,2,2,2,3,1,4,4,1,4,4,2,1,4,4,4,1,2,1,2,2,5,1,"Course 1","Start",NA,NA,NA,3,15,2.608695652,60,3.25,26,2.363636364,26,2,8,48,13,"C2"
"73",69,"Male",NA,"19","British/Irish","STEM","Year 1","Pre-honours","Biology, Chemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",2,NA,"Decrease","I expect the course will help remove some of the potential intimidation as concepts are explained in lectures and tutorials.","No",NA,3,3,3,3,3,3,2,1,2,2,1,2,3,1,3,2,1,1,1,3,1,1,1,1,1,2,1,1,"Course 1","Start",NA,NA,NA,3,15,1.608695652,37,2.25,18,1.363636364,15,1,4,72.5,14,"C1"
"74",79,"Female",NA,"19","British/Irish","STEM","Year 2","Pre-honours","Chemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"C2",3,"remembering where to use the correct formulae - knowing all relevant information without referring to notes","Dont know",NA,"Yes","not contributing as much in tutorials",3,3,3,2,3,4,2,4,5,2,2,3,5,1,4,4,5,3,3,5,4,1,3,2,3,2,2,5,"Course 1","Start",NA,NA,NA,2.8,14,3.217391304,74,3.75,30,2.636363636,29,3.75,15,54.5,13,"C2"
"75",277,"Male",NA,"20","Chinese","STEM","Year 1","Pre-honours","Mathematics &amp; Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,NA,1,NA,"No effect",NA,"No",NA,3,3,4,2,3,3,2,4,1,2,1,1,3,1,3,1,1,2,1,3,3,1,1,1,1,1,1,2,"Course 1","Start",NA,NA,NA,3,15,1.739130435,40,2.125,17,1.181818182,13,2.5,10,66,17,"B1"
"76",207,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Zoology","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",2,"New concepts which might be different form mathematics at school","Decrease","I think just having the statistical knowledge will make statistics overall less intimidating","No",NA,3,3,4,3,3,2,1,3,2,4,2,4,3,1,2,1,2,3,3,2,3,1,2,3,3,1,1,2,"Course 1","Start",NA,NA,NA,3.2,16,2.217391304,51,2,16,2.181818182,24,2.75,11,79.5,20,"A3"
"77",128.5,"Male",NA,"19","Other European","STEM","Year 1","Pre-honours","Chemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A*",1,NA,"No effect",NA,"No",NA,3,3,4,3,3,2,1,1,1,2,1,2,3,1,3,1,1,1,2,2,1,1,1,1,1,2,2,1,"Course 1","Start",NA,NA,NA,3.2,16,1.47826087,34,2,16,1.272727273,14,1,4,92,21,"A2"
"78",148,"Female",NA,"19","Other European","STEM","Year 1","Pre-honours","Biology","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",1,NA,"Increase","wORKLOAD","No",NA,3,3,4,4,4,4,2,1,1,4,1,2,3,1,NA,3,4,2,1,3,1,1,3,1,1,1,1,1,"Course 1","Start",NA,NA,NA,3.6,18,1.909090909,43.90909091,2.142857143,17.14285714,2.090909091,23,1,4,48.5,11,"D1"
"79",263.5,"Male",NA,"20","British/Irish","STEM","Year 1","Pre-honours","Computing Science/Statistics","Specialist","Voluntary","1","0","Higher_School & University",NA,"C",3,NA,"Decrease","Demystifying it might decrease anxiety of the subject","Don't know",NA,2,3,2,2,3,3,2,4,3,3,2,5,5,1,5,3,2,4,2,5,4,3,1,3,3,4,3,3,"Course 1","Start",NA,NA,NA,2.4,12,3.173913043,73,4,32,2.454545455,27,3.5,14,73.5,18,"A5"
"80",261.5,"Female",NA,"17","British/Irish","STEM","Year 1","Pre-honours","Statistics","Specialist","Voluntary","1","0","Higher_School & University",NA,"A",2,"I have never done it before.","Decrease",NA,"No",NA,3,3,3,3,4,3,2,1,2,3,1,2,4,1,4,2,2,2,3,2,1,2,2,1,2,2,3,2,"Course 1","Start",NA,NA,NA,3.2,16,2.130434783,49,2.75,22,2,22,1.25,5,29,6,"E3"
"81",152,"Male",NA,"19","Other European","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University","Hungarian Matura Advanced Math","5 (84%)",3,"I can&#039;t pinpoint a specific part, but statistics in general makes me a bit more anxious than other subjects/courses.","Increase","I expect that studying statistics itself will increase my level of anxiety.","Yes","Anxiety makes it harder to enough revision, and pay attention in the lectures/tutorials.",3,3,3,4,4,5,3,1,4,1,1,2,4,1,4,2,2,3,2,4,1,2,1,1,4,5,4,2,"Course 1","Start",NA,NA,NA,3.4,17,2.565217391,59,4.125,33,1.909090909,21,1.25,5,49,13,"C2"
"82",209,NA,NA,"17","British/Irish","STEM","Year 1","Pre-honours","Biology, Chemistry.","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",2,"Not understanding concepts","Decrease","learning and becoming comfortable with statistical concepts - being ahead of my peers who have not taken a statistics course",NA,NA,3,2,4,2,3,4,2,5,2,3,1,2,4,1,5,2,4,3,4,2,5,1,2,4,1,3,3,5,"Course 1","Start",NA,NA,NA,2.8,14,2.956521739,68,3.25,26,2.090909091,23,4.75,19,44,12,"C3"
"83",65,"Male",NA,"20","British/Irish","Non-STEM","Year 2","Pre-honours","Mathematics and Spanish","Specialist","Voluntary","0","1","Higher_School & University",NA,"B",2,"Learning all the formulas and learning which formula to use for any question that might come up.","No effect",NA,"No",NA,3,3,3,3,3,3,1,4,2,1,1,2,3,1,4,1,2,3,2,3,4,1,1,3,1,3,1,3,"Course 1","Start",NA,NA,NA,3,15,2.173913043,50,2.75,22,1.272727273,14,3.5,14,56,14,"C1"
"84",182,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics and Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,"A",2,"it is a new subject i have never encountered before and the wording of questions can be confusing","No effect",NA,"No",NA,3,4,4,3,4,4,4,2,2,3,1,4,3,1,3,3,5,4,3,2,3,2,5,1,3,2,2,3,"Course 1","Start",NA,NA,NA,3.6,18,2.826086957,65,2.75,22,3.090909091,34,2.25,9,83.5,16,"B2"
"85",139.5,"Female",NA,"19","Chinese","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"5",1,NA,"No effect",NA,"No",NA,4,3,4,4,4,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,"Course 1","Start",NA,NA,NA,3.8,19,1.52173913,35,1.625,13,1.545454545,17,1.25,5,75.5,18,"A5"
"86",161.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics &amp; Economics","Specialist","Voluntary","0","1","Higher_School & University",NA,"C",3,"Identifying questions and where to begin answering them.","No effect",NA,"No",NA,2,3,3,3,3,4,3,3,4,5,4,4,5,1,4,1,3,3,5,4,3,4,3,3,4,1,4,1,"Course 1","Start",NA,NA,NA,2.8,14,3.304347826,76,3.625,29,3.363636364,37,2.5,10,35,6,"E3"
"87",66.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Genetics","Non-Specialist","Voluntary","0","0","Higher_School & University","Advanced Higher Statistics","C",1,NA,"Decrease",NA,"No",NA,3,3,4,4,4,2,2,1,2,2,2,2,3,2,3,2,3,2,1,2,1,2,3,2,3,2,4,1,"Course 1","Start",NA,NA,NA,3.6,18,2.130434783,49,2.5,20,2.181818182,24,1.25,5,62.5,12,"C3"
"88",213.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",2,NA,"Dont know",NA,"No",NA,2,2,3,2,3,3,2,5,3,4,2,4,4,2,4,3,3,3,4,4,4,3,3,4,3,2,2,2,"Course 1","Start",NA,NA,NA,2.4,12,3.173913043,73,3.125,25,3,33,3.75,15,74,18,"A5"
"89",239,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours",NA,"Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",4,"It wasn&#039;t what I was expecting and I was quickly failing to grasp key concepts.","Dont know",NA,"No",NA,2,3,4,3,2,5,3,1,3,1,2,4,5,2,5,2,5,5,3,5,1,3,3,3,4,1,3,2,"Course 1","Start",NA,NA,NA,2.8,14,3.086956522,71,4,32,2.909090909,32,1.75,7,NA,NA,NA
"90",212,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Biology and Chemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",4,"Understanding what questions are asking for and which formulas to apply.  Understanding the notation","Increase","More advanced than I&#039;ve ever encountered","Yes","I will attempt practice questions but often struggle to answer them despite effort and revision",2,2,2,2,2,5,4,2,4,4,2,4,5,4,5,4,4,4,4,5,2,4,4,2,4,4,2,4,"Course 1","Start",NA,NA,NA,2,10,3.739130435,86,4.25,34,3.818181818,42,2.5,10,83,19,"A4"
"91",254.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",2,NA,"Dont know",NA,"No",NA,3,2,4,4,4,4,1,3,2,1,1,3,4,1,5,1,1,2,2,3,3,1,1,2,2,2,1,1,"Course 1","Start",NA,NA,NA,3.4,17,2.043478261,47,2.875,23,1.363636364,15,2.25,9,48.5,13,"C2"
"92",265.5,"Male",NA,"17","Other European","Non-STEM","Year 1","Pre-honours","Economics","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"07-Jul",1,NA,"Increase","Sudden increases in course difficulty","No",NA,3,3,4,3,4,2,1,1,1,1,1,1,3,1,4,1,1,1,1,2,1,1,1,1,1,1,2,1,"Course 1","Start",NA,NA,NA,3.4,17,1.347826087,31,2,16,1,11,1,4,91,18,"A5"
"93",219,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",3,NA,"Dont know",NA,"Yes","Due to being quite stressed, it decreases my motivation to study the subject sometimes.",4,4,4,4,3,4,1,2,3,2,1,2,4,1,4,1,1,1,1,4,1,1,1,1,1,1,3,1,"Course 1","Start",NA,NA,NA,3.8,19,1.826086957,42,3,24,1.181818182,13,1.25,5,NA,NA,NA
"94",206,"Male",NA,"17","British/Irish","STEM","Year 1","Pre-honours","Maths, Accounting and Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,"B",2,"Not familiar with computing as much as I would like but im sure I will be fine after a couple labs","Decrease","the labs will give me good experience on computers and increase my ability to use the software on them used in stats","No",NA,4,3,4,3,3,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,"Course 1","Start",NA,NA,NA,3.4,17,1.304347826,30,1.75,14,1.090909091,12,1,4,20.5,6,"E3"
"95",88.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Finance &amp; Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",1,NA,"No effect",NA,"No",NA,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Course 1","Start",NA,NA,NA,3,15,1,23,1,8,1,11,1,4,62.5,15,"B3"
"96",62.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"B",3,"Aspects I have not seen before and take a while to understand, trying to work out which concept to use based on the wording of the question","Increase","Long hard formulas I need to remember that I don&#039;t fully understand what they mean","Yes","Not revising the hard parts, losing focus in lectures when a concept I don&#039;t fully understand appears",2,2,3,1,2,3,3,5,2,4,2,3,5,1,4,3,5,4,3,3,5,1,3,5,1,2,3,5,"Course 1","Start",NA,NA,NA,2,10,3.260869565,75,3.25,26,2.636363636,29,5,20,83.5,20,"A3"
"97",170.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",4,"Having not studied it before","Increase","As it gets harder it will be more difficult to follow and understand the content","No",NA,2,3,2,2,3,4,2,5,4,2,2,2,5,1,4,2,2,3,2,3,3,2,1,3,3,1,3,2,"Course 1","Start",NA,NA,NA,2.4,12,2.652173913,61,3.375,27,1.909090909,21,3.25,13,57,15,"B3"
"98",179.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",3,"Trying to learn a completely new subject as I have no prior knowledge","Decrease","Doing examples in lectures and going to tutorials","Don't know",NA,3,3,3,2,3,3,1,3,2,3,2,1,3,1,3,2,4,1,3,4,1,1,3,4,2,1,5,2,"Course 1","Start",NA,NA,NA,2.8,14,2.391304348,55,2.75,22,2.090909091,23,2.5,10,55.5,13,"C2"
"99",190.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics and Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,"B",2,"Never studied the subject before","Decrease","The content","No",NA,3,3,4,3,3,2,2,3,1,2,1,2,3,1,2,2,1,3,2,2,3,1,1,2,1,1,1,2,"Course 1","Start",NA,NA,NA,3.2,16,1.782608696,41,1.875,15,1.454545455,16,2.5,10,52.5,13,"C2"
"100",232.5,"Female",NA,"17","British/Irish","STEM","Year 1","Pre-honours","Mathematics &amp; Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,"B",1,NA,"Dont know",NA,"No",NA,3,3,3,2,2,3,1,2,2,3,1,2,3,1,2,1,2,2,3,2,1,1,2,2,1,1,2,2,"Course 1","Start",NA,NA,NA,2.6,13,1.826086957,42,2.125,17,1.636363636,18,1.75,7,52.5,11,"D1"
"101",245.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Finance and Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,NA,1,NA,"Increase","Difficulty","No",NA,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Course 1","Start",NA,NA,NA,3,15,1,23,1,8,1,11,1,4,20.5,6,"E3"
"102",199.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",1,NA,"No effect",NA,"No","if any effect i might be daunted by maybe not understanding a significant step",3,3,4,3,3,4,1,4,2,4,1,4,4,1,3,2,2,1,3,4,3,1,1,2,2,2,3,1,"Course 1","Start",NA,NA,NA,3.2,16,2.391304348,55,2.875,23,2,22,2.5,10,34.5,10,"D2"
"103",252.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Geography","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",4,"failing","Increase",NA,"Yes","avoiding course material / revising",2,3,2,3,3,4,4,5,4,4,4,5,5,2,4,4,4,3,4,4,5,2,2,5,4,3,4,4,"Course 1","Start",NA,NA,NA,2.6,13,3.869565217,89,3.875,31,3.545454545,39,4.75,19,41.5,10,"D2"
"104",236,"Female",NA,"18","Other","STEM","Year 1","Pre-honours","Genetics","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"C",4,"Understanding the content of the statistic and being able to apply it into exam based question.","Increase","keeping up with everything","Don't know",NA,3,3,3,2,3,4,4,5,4,5,5,5,5,4,5,3,5,5,4,5,4,3,4,4,4,4,5,3,"Course 1","Start",NA,NA,NA,2.8,14,4.304347826,99,4.625,37,4.181818182,46,4,16,36.5,8,"E1"
"105",163.5,"Male",NA,"18",NA,"STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",2,NA,"Increase","Learning new and harder material","No",NA,3,1,3,3,3,2,2,4,2,2,2,3,2,1,1,1,1,3,1,2,3,1,1,2,1,2,1,1,"Course 1","Start",NA,NA,NA,2.6,13,1.782608696,41,1.875,15,1.454545455,16,2.5,10,72,19,"A4"
"106",217.5,"Female",NA,"18","Other European","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",1,NA,"Increase","examinations","Don't know",NA,4,3,4,3,3,3,1,1,1,1,1,2,4,1,4,1,1,2,1,3,1,1,1,1,1,1,4,1,"Course 1","Start",NA,NA,NA,3.4,17,1.652173913,38,2.75,22,1.090909091,12,1,4,56.5,14,"C1"
"107",260,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours",NA,"Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",5,"The difficulty of the course.","Decrease",NA,"Yes","Skipping lectures, not wanting to read notes. Avoiding tutorial classes.",3,2,4,2,2,3,3,4,4,3,2,2,4,1,3,3,2,2,3,3,4,2,2,3,3,2,4,4,"Course 1","Start",NA,NA,NA,2.6,13,2.869565217,66,3.125,25,2.363636364,26,3.75,15,23.5,4,"F2"
"108",155.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Chemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",1,NA,"Decrease","Getting familiar again with the areas of stats I previously studied.","No",NA,3,3,4,4,4,3,1,1,2,2,1,2,3,1,3,1,1,5,1,4,1,1,2,2,1,1,NA,2,"Course 1","Start",NA,NA,NA,3.6,18,1.863636364,42.86363636,3,24,1.272727273,14,1.5,6,67,18,"A5"
"109",187,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,NA,3,NA,"Dont know",NA,"Don't know",NA,3,3,3,3,3,4,3,2,3,4,2,3,5,3,4,3,3,4,3,3,2,2,2,2,3,2,3,1,"Course 1","Start",NA,NA,NA,3,15,2.869565217,66,3.5,28,2.818181818,31,1.75,7,24,7,"E2"
"110",204,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Computer Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",2,"the maths in it might get hard","Decrease","Getting used to the subject","No",NA,3,4,4,4,4,2,1,4,1,1,1,2,1,1,2,1,1,1,1,1,4,1,1,3,1,2,1,2,"Course 1","Start",NA,NA,NA,3.8,19,1.565217391,36,1.375,11,1.090909091,12,3.25,13,NA,NA,NA
"111",297,"Female",NA,"19","Other","STEM","Year 2","Pre-honours","study abroad (history, stats, lit)","Specialist","Voluntary","1","0","Higher_School & University","AP calculus","12th",2,"I like maths, but I have never studied statistics before.","Dont know",NA,"No",NA,3,4,3,3,3,4,3,1,2,1,1,1,5,1,5,1,2,2,1,4,1,1,1,1,1,1,3,1,"Course 1","Start",NA,NA,NA,3.2,16,1.913043478,44,3.25,26,1.272727273,14,1,4,51,13,"C2"
"112",279,"Male",NA,"19","Other European","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University","Maturita","1,1,1,1",2,"Integrals","Decrease",NA,"No",NA,4,4,4,3,3,3,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,3,1,"Course 1","Start",NA,NA,NA,3.6,18,1.47826087,34,1.875,15,1.363636364,15,1,4,83,20,"A3"
